chr,start,end,depth,strand,annotation,sample
chrI,45402,45403,10,*,*,adh1
chrI,45599,45600,56,*,*,adh1
chrI,46334,46335,326,*,*,adh1
chrI,48349,48350,11,*,*,adh1
chrI,49457,49458,19,*,*,adh1
chrI,49658,49659,2,*,*,adh1
chrI,52672,52673,3,*,*,adh1
chrI,53138,53139,8,*,*,adh1
chrI,55243,55244,1,*,*,adh1
chrI,55245,55246,105,*,*,adh1
chrI,56437,56438,39,*,*,adh1
chrI,57275,57276,1,*,*,adh1
chrI,57336,57337,1,*,*,adh1
chrI,57657,57658,7,*,*,adh1
chrI,57907,57908,15,*,*,adh1
chrI,58043,58044,35,*,*,adh1
chrI,58291,58292,7,*,*,adh1
chrI,58494,58495,63,*,*,adh1
chrI,58599,58600,18,*,*,adh1
chrI,58611,58612,20,*,*,adh1
chrI,59537,59538,395,*,*,adh1
chrI,59646,59647,2,*,*,adh1
chrI,61125,61126,21,*,*,adh1
chrI,61136,61137,26,*,*,adh1
chrI,61306,61307,1,*,*,adh1
chrI,61811,61812,1,*,*,adh1
chrI,62269,62270,4,*,*,adh1
chrI,62715,62716,9,*,*,adh1
chrI,62739,62740,18,*,*,adh1
chrI,62933,62934,18,*,*,adh1
chrI,63213,63214,132,*,*,adh1
chrI,63220,63221,1,*,*,adh1
chrI,65197,65198,19,*,*,adh1
chrI,65325,65326,37,*,*,adh1
chrI,65645,65646,6,*,*,adh1
chrI,66802,66803,146,*,*,adh1
chrI,66977,66978,328,*,*,adh1
chrI,67737,67738,1,*,*,adh1
chrI,67887,67888,22,*,*,adh1
chrI,67946,67947,5,*,*,adh1
chrI,68144,68145,49,*,*,adh1
chrI,68206,68207,21,*,*,adh1
chrI,68213,68214,11,*,*,adh1
chrI,68236,68237,359,*,*,adh1
chrI,68253,68254,13,*,*,adh1
chrI,68264,68265,62,*,*,adh1
chrI,68297,68298,3,*,*,adh1
chrI,68305,68306,15,*,*,adh1
chrI,68307,68308,84,*,*,adh1
chrI,68334,68335,24,*,*,adh1
chrI,68358,68359,331,*,*,adh1
chrI,68365,68366,4,*,*,adh1
chrI,68375,68376,86,*,*,adh1
chrI,68618,68619,65,*,*,adh1
chrI,68639,68640,4,*,*,adh1
chrI,68715,68716,29,*,*,adh1
chrI,68718,68719,105,*,*,adh1
chrI,68738,68739,263,*,*,adh1
chrI,68788,68789,152,*,*,adh1
chrI,68795,68796,153,*,*,adh1
chrI,68842,68843,41,*,*,adh1
chrI,68867,68868,186,*,*,adh1
chrI,68978,68979,1,*,*,adh1
chrI,68979,68980,1,*,*,adh1
chrI,68980,68981,435,*,*,adh1
chrI,69072,69073,10,*,*,adh1
chrI,69107,69108,12,*,*,adh1
chrI,69135,69136,176,*,*,adh1
chrI,69206,69207,32,*,*,adh1
chrI,69297,69298,454,*,*,adh1
chrI,69335,69336,1,*,*,adh1
chrI,69424,69425,8,*,*,adh1
chrI,69545,69546,27,*,*,adh1
chrI,69606,69607,6,*,*,adh1
chrI,69669,69670,64,*,*,adh1
chrI,69672,69673,353,*,*,adh1
chrI,69673,69674,2,*,*,adh1
chrI,69684,69685,1,*,*,adh1
chrI,69691,69692,2,*,*,adh1
chrI,69703,69704,97,*,*,adh1
chrI,69843,69844,1,*,*,adh1
chrI,69880,69881,33,*,*,adh1
chrI,69913,69914,8,*,*,adh1
chrI,69922,69923,10,*,*,adh1
chrI,69954,69955,9,*,*,adh1
chrI,69985,69986,17,*,*,adh1
chrI,70066,70067,10,*,*,adh1
chrI,70081,70082,2,*,*,adh1
chrI,70099,70100,146,*,*,adh1
chrI,70419,70420,18,*,*,adh1
chrI,70445,70446,2,*,*,adh1
chrI,70460,70461,4,*,*,adh1
chrI,70462,70463,9,*,*,adh1
chrI,70584,70585,10,*,*,adh1
chrI,70707,70708,1,*,*,adh1
chrI,70768,70769,45,*,*,adh1
chrI,70993,70994,165,*,*,adh1
chrI,71040,71041,1,*,*,adh1
chrI,71084,71085,193,*,*,adh1
chrI,71091,71092,52,*,*,adh1
chrI,71104,71105,20,*,*,adh1
chrI,71325,71326,27,*,*,adh1
chrI,71436,71437,117,*,*,adh1
chrI,71466,71467,10,*,*,adh1
chrI,71473,71474,5,*,*,adh1
chrI,71504,71505,21,*,*,adh1
chrI,71560,71561,5,*,*,adh1
chrI,71620,71621,11,*,*,adh1
chrI,71622,71623,3,*,*,adh1
chrI,71859,71860,2,*,*,adh1
chrI,72689,72690,1,*,*,adh1
chrI,72690,72691,379,*,*,adh1
chrI,73499,73500,8,*,*,adh1
chrI,74760,74761,229,*,*,adh1
chrI,74845,74846,6,*,*,adh1
chrI,76232,76233,1,*,*,adh1
chrI,76326,76327,340,*,*,adh1
chrI,76332,76333,100,*,*,adh1
chrI,76365,76366,155,*,*,adh1
chrI,77108,77109,181,*,*,adh1
chrI,79054,79055,3,*,*,adh1
chrI,79214,79215,5,*,*,adh1
chrI,79402,79403,36,*,*,adh1
chrI,80638,80639,4,*,*,adh1
chrI,80685,80686,1,*,*,adh1
chrI,81077,81078,221,*,*,adh1
chrI,81372,81373,137,*,*,adh1
chrI,81737,81738,4,*,*,adh1
chrI,81907,81908,31,*,*,adh1
chrI,82583,82584,593,*,*,adh1
chrI,82619,82620,87,*,*,adh1
chrI,84844,84845,110,*,*,adh1
chrI,85007,85008,50,*,*,adh1
chrI,85778,85779,54,*,*,adh1
chrI,85931,85932,1,*,*,adh1
chrI,86071,86072,2,*,*,adh1
chrI,86220,86221,74,*,*,adh1
chrI,86358,86359,2,*,*,adh1
chrI,87431,87432,68,*,*,adh1
chrI,87978,87979,7,*,*,adh1
chrI,90832,90833,66,*,*,adh1
chrI,91730,91731,194,*,*,adh1
chrI,91793,91794,1,*,*,adh1
chrI,94058,94059,177,*,*,adh1
chrI,94997,94998,66,*,*,adh1
chrI,95246,95247,18,*,*,adh1
chrI,97148,97149,3,*,*,adh1
chrI,99207,99208,4,*,*,adh1
chrI,99315,99316,61,*,*,adh1
chrI,101236,101237,18,*,*,adh1
chrI,101475,101476,4,*,*,adh1
chrI,104804,104805,1,*,*,adh1
chrI,108290,108291,4,*,*,adh1
chrI,108592,108593,6,*,*,adh1
chrI,109576,109577,3,*,*,adh1
chrI,111857,111858,23,*,*,adh1
chrI,113514,113515,50,*,*,adh1
chrI,114309,114310,6,*,*,adh1
chrI,114345,114346,7,*,*,adh1
chrI,114411,114412,1,*,*,adh1
chrI,114440,114441,1,*,*,adh1
chrI,114531,114532,4,*,*,adh1
chrI,114641,114642,61,*,*,adh1
chrI,114914,114915,149,*,*,adh1
chrI,120123,120124,1,*,*,adh1
chrI,120160,120161,11,*,*,adh1
chrI,121898,121899,3,*,*,adh1
chrI,122588,122589,2,*,*,adh1
chrI,125179,125180,2,*,*,adh1
chrI,127325,127326,1,*,*,adh1
chrI,128149,128150,8,*,*,adh1
chrI,129127,129128,28,*,*,adh1
chrI,129814,129815,2,*,*,adh1
chrI,130031,130032,2,*,*,adh1
chrI,130536,130537,1,*,*,adh1
chrI,130556,130557,71,*,*,adh1
chrI,130635,130636,69,*,*,adh1
chrI,130677,130678,91,*,*,adh1
chrI,130678,130679,8,*,*,adh1
chrI,130692,130693,345,*,*,adh1
chrI,130920,130921,20,*,*,adh1
chrI,131367,131368,11,*,*,adh1
chrI,132101,132102,4,*,*,adh1
chrI,132161,132162,10,*,*,adh1
chrI,134890,134891,1,*,*,adh1
chrI,135176,135177,1,*,*,adh1
chrI,135519,135520,5,*,*,adh1
chrI,135920,135921,1,*,*,adh1
chrI,136539,136540,120,*,*,adh1
chrI,136781,136782,208,*,*,adh1
chrI,137693,137694,1,*,*,adh1
chrI,137905,137906,10,*,*,adh1
chrI,138438,138439,3,*,*,adh1
chrI,138550,138551,7,*,*,adh1
chrI,139296,139297,15,*,*,adh1
chrI,141357,141358,635,*,*,adh1
chrI,141517,141518,21,*,*,adh1
chrI,141583,141584,169,*,*,adh1
chrI,141614,141615,5,*,*,adh1
chrI,141657,141658,20,*,*,adh1
chrI,141720,141721,68,*,*,adh1
chrI,141910,141911,2,*,*,adh1
chrI,141911,141912,443,*,*,adh1
chrI,141912,141913,2,*,*,adh1
chrI,142017,142018,233,*,*,adh1
chrI,142025,142026,18,*,*,adh1
chrI,142046,142047,62,*,*,adh1
chrI,142357,142358,1,*,*,adh1
chrI,143215,143216,65,*,*,adh1
chrI,143411,143412,19,*,*,adh1
chrI,143507,143508,4,*,*,adh1
chrI,144395,144396,6,*,*,adh1
chrI,145680,145681,38,*,*,adh1
chrI,146332,146333,5,*,*,adh1
chrI,147078,147079,4,*,*,adh1
chrI,147126,147127,14,*,*,adh1
chrI,147392,147393,2,*,*,adh1
chrI,148130,148131,3,*,*,adh1
chrI,148171,148172,145,*,*,adh1
chrI,149733,149734,20,*,*,adh1
chrI,149774,149775,6,*,*,adh1
chrI,150062,150063,21,*,*,adh1
chrI,150498,150499,55,*,*,adh1
chrI,150598,150599,1317,*,*,adh1
chrI,150690,150691,1,*,*,adh1
chrI,150972,150973,4,*,*,adh1
chrI,151130,151131,75,*,*,adh1
chrI,151156,151157,435,*,*,adh1
chrI,151191,151192,100,*,*,adh1
chrI,151311,151312,3,*,*,adh1
chrI,151345,151346,2,*,*,adh1
chrI,151376,151377,134,*,*,adh1
chrI,151399,151400,2,*,*,adh1
chrI,151403,151404,22,*,*,adh1
chrI,151763,151764,17,*,*,adh1
chrI,151934,151935,17,*,*,adh1
chrI,152069,152070,1,*,*,adh1
chrI,152166,152167,1,*,*,adh1
chrI,152532,152533,28,*,*,adh1
chrI,154414,154415,15,*,*,adh1
chrI,154416,154417,1,*,*,adh1
chrI,154780,154781,3,*,*,adh1
chrI,154794,154795,5,*,*,adh1
chrI,155205,155206,6,*,*,adh1
chrI,155330,155331,31,*,*,adh1
chrI,156654,156655,2,*,*,adh1
chrI,157521,157522,4,*,*,adh1
chrI,158657,158658,341,*,*,adh1
chrI,158690,158691,1,*,*,adh1
chrI,158839,158840,26,*,*,adh1
chrI,166198,166199,160,*,*,adh1
chrI,166493,166494,327,*,*,adh1
chrI,167069,167070,1,*,*,adh1
chrI,167620,167621,2,*,*,adh1
chrI,168350,168351,21,*,*,adh1
chrI,168376,168377,1,*,*,adh1
chrI,168393,168394,1,*,*,adh1
chrI,168397,168398,5,*,*,adh1
chrI,168713,168714,51,*,*,adh1
chrI,169086,169087,14,*,*,adh1
chrI,170040,170041,5,*,*,adh1
chrI,170190,170191,17,*,*,adh1
chrI,170847,170848,240,*,*,adh1
chrI,171595,171596,50,*,*,adh1
chrI,171730,171731,67,*,*,adh1
chrI,172654,172655,150,*,*,adh1
chrI,172802,172803,5,*,*,adh1
chrI,174475,174476,1,*,*,adh1
chrI,175062,175063,86,*,*,adh1
chrI,176271,176272,33,*,*,adh1
chrI,179301,179302,2,*,*,adh1
chrI,179312,179313,15,*,*,adh1
chrI,180178,180179,61,*,*,adh1
chrI,180211,180212,6,*,*,adh1
chrI,181204,181205,1,*,*,adh1
chrI,181777,181778,344,*,*,adh1
chrI,182442,182443,25,*,*,adh1
chrI,182576,182577,12,*,*,adh1
chrI,183637,183638,25,*,*,adh1
chrI,184723,184724,12,*,*,adh1
chrI,184747,184748,21,*,*,adh1
chrI,185109,185110,1,*,*,adh1
chrI,186050,186051,54,*,*,adh1
chrI,186556,186557,9,*,*,adh1
chrI,187827,187828,1,*,*,adh1
chrI,187932,187933,130,*,*,adh1
chrI,188149,188150,13,*,*,adh1
chrI,188447,188448,11,*,*,adh1
chrI,188901,188902,10,*,*,adh1
chrI,189758,189759,3,*,*,adh1
chrI,189759,189760,1,*,*,adh1
chrI,190001,190002,3,*,*,adh1
chrI,190093,190094,6,*,*,adh1
chrI,190108,190109,30,*,*,adh1
chrI,190140,190141,416,*,*,adh1
chrI,190292,190293,127,*,*,adh1
chrI,190751,190752,7,*,*,adh1
chrI,190813,190814,60,*,*,adh1
chrI,191119,191120,11,*,*,adh1
chrI,191728,191729,1,*,*,adh1
chrI,192117,192118,1,*,*,adh1
chrI,192183,192184,8,*,*,adh1
chrI,192909,192910,21,*,*,adh1
chrI,193271,193272,30,*,*,adh1
chrI,195855,195856,8,*,*,adh1
chrI,197875,197876,70,*,*,adh1
chrI,197995,197996,3,*,*,adh1
chrI,198019,198020,1,*,*,adh1
chrI,198487,198488,82,*,*,adh1
chrI,198491,198492,22,*,*,adh1
chrI,198701,198702,79,*,*,adh1
chrI,198749,198750,29,*,*,adh1
chrI,198769,198770,130,*,*,adh1
chrI,198795,198796,15,*,*,adh1
chrI,199105,199106,1,*,*,adh1
chrI,199160,199161,1,*,*,adh1
chrI,199162,199163,98,*,*,adh1
chrI,199703,199704,6,*,*,adh1
chrI,200293,200294,1,*,*,adh1
chrI,200609,200610,118,*,*,adh1
chrI,200903,200904,112,*,*,adh1
chrI,202616,202617,43,*,*,adh1
chrI,203057,203058,10,*,*,adh1
chrI,206314,206315,22,*,*,adh1
chrI,206711,206712,26,*,*,adh1
chrI,207532,207533,138,*,*,adh1
chrI,208030,208031,15,*,*,adh1
chrI,208103,208104,41,*,*,adh1
chrI,209795,209796,2,*,*,adh1
chrI,210160,210161,88,*,*,adh1
chrI,210265,210266,113,*,*,adh1
chrI,222954,222955,25,*,*,adh1
chrI,223145,223146,7,*,*,adh1
chrI,225039,225040,60,*,*,adh1
chrI,225052,225053,8,*,*,adh1
chrI,226999,227000,2,*,*,adh1
chrI,227172,227173,51,*,*,adh1
chrI,227327,227328,13,*,*,adh1
chrI,227418,227419,168,*,*,adh1
chrI,227419,227420,12,*,*,adh1
chrI,227442,227443,245,*,*,adh1
chrI,227467,227468,1,*,*,adh1
chrI,227547,227548,95,*,*,adh1
chrI,227591,227592,1,*,*,adh1
chrI,227594,227595,57,*,*,adh1
chrI,227604,227605,204,*,*,adh1
chrI,227617,227618,54,*,*,adh1
chrI,227815,227816,51,*,*,adh1
chrI,227836,227837,28,*,*,adh1
chrI,227949,227950,4,*,*,adh1
chrI,228496,228497,78,*,*,adh1
chrI,228552,228553,101,*,*,adh1
chrI,228826,228827,25,*,*,adh1
chrI,229293,229294,1,*,*,adh1
chrI,229484,229485,2,*,*,adh1
chrI,229543,229544,97,*,*,adh1
chrI,229729,229730,40,*,*,adh1
chrI,229744,229745,190,*,*,adh1
chrI,229757,229758,58,*,*,adh1
chrI,229764,229765,6,*,*,adh1
chrI,229772,229773,40,*,*,adh1
chrI,229776,229777,8,*,*,adh1
chrI,229802,229803,14,*,*,adh1
chrI,229808,229809,79,*,*,adh1
chrI,229815,229816,13,*,*,adh1
chrI,229820,229821,22,*,*,adh1
chrI,229832,229833,52,*,*,adh1
chrI,229866,229867,27,*,*,adh1
chrI,229884,229885,15,*,*,adh1
chrI,229896,229897,7,*,*,adh1
chrI,229906,229907,128,*,*,adh1
chrI,229946,229947,3,*,*,adh1
chrI,229967,229968,2,*,*,adh1
chrI,229973,229974,44,*,*,adh1
chrI,229977,229978,5,*,*,adh1
chrI,229998,229999,7,*,*,adh1
chrI,230086,230087,5,*,*,adh1
chrII,68,69,1,*,*,adh1
chrII,75,76,9,*,*,adh1
chrII,85,86,9,*,*,adh1
chrII,92,93,5,*,*,adh1
chrII,93,94,5,*,*,adh1
chrII,94,95,1,*,*,adh1
chrII,103,104,1,*,*,adh1
chrII,106,107,9,*,*,adh1
chrII,108,109,11,*,*,adh1
chrII,117,118,35,*,*,adh1
chrII,120,121,1,*,*,adh1
chrII,122,123,30,*,*,adh1
chrII,126,127,4,*,*,adh1
chrII,127,128,1,*,*,adh1
chrII,133,134,17,*,*,adh1
chrII,155,156,514,*,*,adh1
chrII,161,162,2,*,*,adh1
chrII,171,172,15,*,*,adh1
chrII,175,176,2,*,*,adh1
chrII,175,176,96,*,*,adh1
chrII,176,177,1,*,*,adh1
chrII,177,178,12,*,*,adh1
chrII,181,182,45,*,*,adh1
chrII,184,185,1,*,*,adh1
chrII,187,188,109,*,*,adh1
chrII,192,193,30,*,*,adh1
chrII,195,196,309,*,*,adh1
chrII,199,200,85,*,*,adh1
chrII,394,395,1,*,*,adh1
chrII,433,434,4,*,*,adh1
chrII,453,454,1,*,*,adh1
chrII,1080,1081,3,*,*,adh1
chrII,1135,1136,1,*,*,adh1
chrII,5887,5888,3,*,*,adh1
chrII,5987,5988,2,*,*,adh1
chrII,7136,7137,16,*,*,adh1
chrII,7198,7199,60,*,*,adh1
chrII,7209,7210,148,*,*,adh1
chrII,8254,8255,31,*,*,adh1
chrII,8346,8347,53,*,*,adh1
chrII,8398,8399,112,*,*,adh1
chrII,9406,9407,7,*,*,adh1
chrII,10065,10066,4,*,*,adh1
chrII,10749,10750,1,*,*,adh1
chrII,11136,11137,11,*,*,adh1
chrII,11262,11263,376,*,*,adh1
chrII,11279,11280,5,*,*,adh1
chrII,12092,12093,37,*,*,adh1
chrII,12598,12599,13,*,*,adh1
chrII,13046,13047,4,*,*,adh1
chrII,13073,13074,3,*,*,adh1
chrII,13426,13427,53,*,*,adh1
chrII,13648,13649,7,*,*,adh1
chrII,14119,14120,37,*,*,adh1
chrII,15752,15753,95,*,*,adh1
chrII,18037,18038,6,*,*,adh1
chrII,18083,18084,33,*,*,adh1
chrII,18121,18122,525,*,*,adh1
chrII,18124,18125,162,*,*,adh1
chrII,18633,18634,91,*,*,adh1
chrII,18648,18649,1,*,*,adh1
chrII,18649,18650,65,*,*,adh1
chrII,18671,18672,40,*,*,adh1
chrII,19110,19111,4,*,*,adh1
chrII,20216,20217,2,*,*,adh1
chrII,20842,20843,1,*,*,adh1
chrII,22403,22404,211,*,*,adh1
chrII,22906,22907,2,*,*,adh1
chrII,23647,23648,25,*,*,adh1
chrII,23861,23862,366,*,*,adh1
chrII,23865,23866,126,*,*,adh1
chrII,23929,23930,73,*,*,adh1
chrII,23957,23958,20,*,*,adh1
chrII,23968,23969,145,*,*,adh1
chrII,24193,24194,14,*,*,adh1
chrII,25176,25177,1,*,*,adh1
chrII,28203,28204,65,*,*,adh1
chrII,28656,28657,37,*,*,adh1
chrII,28665,28666,39,*,*,adh1
chrII,28682,28683,100,*,*,adh1
chrII,28687,28688,24,*,*,adh1
chrII,28774,28775,64,*,*,adh1
chrII,28806,28807,1,*,*,adh1
chrII,28821,28822,21,*,*,adh1
chrII,28867,28868,1,*,*,adh1
chrII,28894,28895,34,*,*,adh1
chrII,28934,28935,2,*,*,adh1
chrII,28948,28949,192,*,*,adh1
chrII,28958,28959,64,*,*,adh1
chrII,28994,28995,5,*,*,adh1
chrII,28995,28996,1029,*,*,adh1
chrII,28996,28997,6,*,*,adh1
chrII,29013,29014,1,*,*,adh1
chrII,29018,29019,117,*,*,adh1
chrII,29043,29044,2,*,*,adh1
chrII,29054,29055,74,*,*,adh1
chrII,29381,29382,19,*,*,adh1
chrII,31452,31453,1,*,*,adh1
chrII,31463,31464,2,*,*,adh1
chrII,36284,36285,103,*,*,adh1
chrII,36431,36432,292,*,*,adh1
chrII,36444,36445,55,*,*,adh1
chrII,36532,36533,290,*,*,adh1
chrII,36661,36662,5,*,*,adh1
chrII,36668,36669,11,*,*,adh1
chrII,36677,36678,1,*,*,adh1
chrII,36679,36680,90,*,*,adh1
chrII,36692,36693,96,*,*,adh1
chrII,38426,38427,1243,*,*,adh1
chrII,38468,38469,90,*,*,adh1
chrII,38719,38720,14,*,*,adh1
chrII,38946,38947,3,*,*,adh1
chrII,38948,38949,14,*,*,adh1
chrII,38958,38959,1,*,*,adh1
chrII,39000,39001,13,*,*,adh1
chrII,39010,39011,31,*,*,adh1
chrII,39034,39035,3,*,*,adh1
chrII,39259,39260,77,*,*,adh1
chrII,39557,39558,5,*,*,adh1
chrII,39735,39736,1,*,*,adh1
chrII,40014,40015,5,*,*,adh1
chrII,40232,40233,2,*,*,adh1
chrII,40604,40605,1,*,*,adh1
chrII,40614,40615,78,*,*,adh1
chrII,40615,40616,2,*,*,adh1
chrII,40670,40671,1,*,*,adh1
chrII,40699,40700,1,*,*,adh1
chrII,40706,40707,1038,*,*,adh1
chrII,42889,42890,2,*,*,adh1
chrII,43252,43253,149,*,*,adh1
chrII,43629,43630,17,*,*,adh1
chrII,43640,43641,14,*,*,adh1
chrII,44156,44157,17,*,*,adh1
chrII,44190,44191,16,*,*,adh1
chrII,44426,44427,1,*,*,adh1
chrII,44727,44728,51,*,*,adh1
chrII,45122,45123,416,*,*,adh1
chrII,45130,45131,4,*,*,adh1
chrII,45269,45270,36,*,*,adh1
chrII,45377,45378,1,*,*,adh1
chrII,45473,45474,1,*,*,adh1
chrII,45474,45475,12,*,*,adh1
chrII,45644,45645,1,*,*,adh1
chrII,45904,45905,1,*,*,adh1
chrII,46783,46784,4,*,*,adh1
chrII,47751,47752,1,*,*,adh1
chrII,48013,48014,425,*,*,adh1
chrII,48548,48549,2,*,*,adh1
chrII,48642,48643,2,*,*,adh1
chrII,49482,49483,5,*,*,adh1
chrII,49730,49731,31,*,*,adh1
chrII,56966,56967,5,*,*,adh1
chrII,57103,57104,7,*,*,adh1
chrII,58501,58502,15,*,*,adh1
chrII,59426,59427,4,*,*,adh1
chrII,60603,60604,49,*,*,adh1
chrII,60829,60830,13,*,*,adh1
chrII,60926,60927,41,*,*,adh1
chrII,60947,60948,19,*,*,adh1
chrII,60959,60960,8,*,*,adh1
chrII,61720,61721,144,*,*,adh1
chrII,62327,62328,235,*,*,adh1
chrII,62751,62752,22,*,*,adh1
chrII,62782,62783,54,*,*,adh1
chrII,62786,62787,1,*,*,adh1
chrII,62853,62854,38,*,*,adh1
chrII,63211,63212,6,*,*,adh1
chrII,63308,63309,9,*,*,adh1
chrII,63309,63310,20,*,*,adh1
chrII,63310,63311,829,*,*,adh1
chrII,63438,63439,7,*,*,adh1
chrII,63533,63534,9,*,*,adh1
chrII,63534,63535,3,*,*,adh1
chrII,63546,63547,1,*,*,adh1
chrII,63553,63554,3,*,*,adh1
chrII,63604,63605,17,*,*,adh1
chrII,63615,63616,6,*,*,adh1
chrII,63621,63622,186,*,*,adh1
chrII,63622,63623,3,*,*,adh1
chrII,63647,63648,22,*,*,adh1
chrII,63924,63925,47,*,*,adh1
chrII,63992,63993,114,*,*,adh1
chrII,65166,65167,2,*,*,adh1
chrII,66635,66636,72,*,*,adh1
chrII,66694,66695,1,*,*,adh1
chrII,67814,67815,6,*,*,adh1
chrII,68286,68287,2,*,*,adh1
chrII,68579,68580,4,*,*,adh1
chrII,68600,68601,4,*,*,adh1
chrII,68783,68784,1,*,*,adh1
chrII,69437,69438,5,*,*,adh1
chrII,70015,70016,43,*,*,adh1
chrII,70301,70302,1,*,*,adh1
chrII,72071,72072,1,*,*,adh1
chrII,72074,72075,1,*,*,adh1
chrII,74795,74796,7,*,*,adh1
chrII,75094,75095,4,*,*,adh1
chrII,75101,75102,1,*,*,adh1
chrII,75102,75103,7,*,*,adh1
chrII,75103,75104,4,*,*,adh1
chrII,75104,75105,1,*,*,adh1
chrII,75134,75135,8,*,*,adh1
chrII,75380,75381,137,*,*,adh1
chrII,75402,75403,19,*,*,adh1
chrII,75405,75406,9,*,*,adh1
chrII,76253,76254,1,*,*,adh1
chrII,76347,76348,1,*,*,adh1
chrII,76435,76436,111,*,*,adh1
chrII,76959,76960,2,*,*,adh1
